,Team1,Team2,WL,delta_Win_Percentage,delta_Score_Margin
140330,1131,1378,True,0.306,0.306
140331,1137,1264,True,0.133,0.133
140332,1138,1299,True,0.253,0.253
140333,1122,1142,False,0.199,0.199
140334,1145,1165,True,0.091,0.091
140335,1151,1228,True,0.403,0.403
140336,1163,1202,True,0.19,0.19
140337,1168,1360,True,0.01,0.01
140338,1158,1172,False,-0.08,-0.08
140339,1173,1456,True,0.16,0.16
140340,1184,1354,True,-0.081,-0.081
140341,1125,1191,False,-0.094,-0.094
140342,1193,1357,True,0.194,0.194
140343,1194,1275,True,-0.149,-0.149
140344,1195,1464,True,0.252,0.252
140345,1196,1386,True,-0.218,-0.218
140346,1198,1404,True,-0.181,-0.181
140347,1177,1199,False,-0.304,-0.304
140348,1192,1200,False,-0.004,-0.004
140349,1211,1291,True,0.357,0.357
140350,1219,1441,True,0.21,0.21
140351,1197,1222,False,-0.488,-0.488
140352,1223,1229,False,-0.1,-0.1
140353,1188,1236,False,-0.496,-0.496
140354,1245,1265,True,0.348,0.348
140355,1175,1249,False,-0.102,-0.102
140356,1212,1256,False,-0.557,-0.557
140357,1257,1316,True,0.109,0.109
140358,1260,1405,True,-0.064,-0.064
140359,1179,1282,False,-0.121,-0.121
140360,1180,1284,False,-0.594,-0.594
140361,1287,1297,True,0.336,0.336
140362,1144,1288,False,0.066,0.066
140363,1292,1398,True,0.067,0.067
140364,1305,1334,True,0.336,0.336
140365,1290,1308,False,-0.448,-0.448
140366,1248,1312,False,-0.333,-0.333
140367,1132,1315,False,-0.045,-0.045
140368,1252,1318,False,-0.208,-0.208
140369,1314,1320,False,0.188,0.188
140370,1262,1323,False,-0.299,-0.299
140371,1313,1325,False,-0.161,-0.161
140372,1241,1331,False,0.231,0.231
140373,1333,1364,True,0.033,0.033
140374,1154,1342,False,-0.045,-0.045
140375,1343,1389,True,0.311,0.311
140376,1135,1344,False,-0.438,-0.438
140377,1330,1345,False,-0.136,-0.136
140378,1341,1347,False,-0.257,-0.257
140379,1156,1348,False,-0.298,-0.298
140380,1126,1350,False,-0.1,-0.1
140381,1146,1353,False,0.056,0.056
140382,1355,1395,True,0.41,0.41
140383,1356,1358,True,0.171,0.171
140384,1244,1359,False,-0.077,-0.077
140385,1362,1415,True,0.096,0.096
140386,1136,1373,False,-0.403,-0.403
140387,1259,1382,False,-0.433,-0.433
140388,1110,1384,False,-0.027,-0.027
140389,1383,1387,False,0.108,0.108
140390,1189,1393,False,-0.127,-0.127
140391,1394,1400,False,0.142,0.142
140392,1401,1421,True,0.12,0.12
140393,1416,1422,True,0.021,0.021
140394,1294,1420,False,0.057,0.057
140395,1423,1444,True,0.4,0.4
140396,1307,1425,False,-0.105,-0.105
140397,1381,1427,False,0.01,0.01
140398,1402,1431,False,-0.115,-0.115
140399,1310,1436,False,-0.387,-0.387
140400,1439,1440,True,0.354,0.354
140401,1183,1442,False,0.101,0.101
140402,1392,1443,False,0.3,0.3
140403,1263,1447,False,-0.41,-0.41
140404,1335,1449,False,-0.193,-0.193
140405,1271,1459,False,-0.143,-0.143
140406,1102,1352,True,0.087,0.087
140407,1112,1322,True,0.55,0.55
140408,1117,1238,True,-0.221,-0.221
140409,1122,1294,True,0.209,0.209
140410,1123,1354,True,0.033,0.033
140411,1130,1217,True,-0.21,-0.21
140412,1132,1464,True,0.138,0.138
140413,1138,1436,True,-0.03,-0.03
140414,1142,1420,True,0.067,0.067
140415,1115,1153,False,-0.446,-0.446
140416,1160,1303,True,0.104,0.104
140417,1161,1324,True,-0.156,-0.156
140418,1162,1250,True,0.139,0.139
140419,1166,1353,True,0.369,0.369
140420,1181,1207,True,0.242,0.242
140421,1184,1255,True,0.234,0.234
140422,1190,1210,True,0.08,0.08
140423,1195,1315,True,0.069,0.069
140424,1201,1349,True,0.386,0.386
140425,1119,1203,False,-0.116,-0.116
140426,1218,1311,True,0.575,0.575
140427,1194,1252,False,-0.097,-0.097
140428,1254,1300,True,0.171,0.171
140429,1139,1274,False,-0.104,-0.104
140430,1275,1318,True,-0.156,-0.156
140431,1280,1283,True,0.065,0.065
140432,1286,1461,True,0.033,0.033
140433,1304,1368,True,0.148,0.148
140434,1299,1310,False,0.104,0.104
140435,1253,1329,False,0.188,0.188
140436,1198,1331,False,-0.047,-0.047
140437,1332,1434,True,0.018,0.018
140438,1101,1339,False,-0.022,-0.022
140439,1340,1410,True,0.194,0.194
140440,1196,1345,False,-0.189,-0.189
140441,1221,1346,False,0.124,0.124
140442,1279,1371,False,-0.133,-0.133
140443,1374,1463,True,0.055,0.055
140444,1220,1376,False,-0.023,-0.023
140445,1330,1386,False,-0.165,-0.165
140446,1388,1390,True,0.356,0.356
140447,1205,1397,False,0.026,0.026
140448,1278,1403,False,-0.355,-0.355
140449,1241,1404,False,0.097,0.097
140450,1133,1406,False,-0.471,-0.471
140451,1111,1408,False,-0.063,-0.063
140452,1232,1409,False,-0.193,-0.193
140453,1240,1412,False,-0.599,-0.599
140454,1396,1428,False,-0.102,-0.102
140455,1108,1431,False,-0.099,-0.099
140456,1103,1437,False,-0.095,-0.095
140457,1206,1438,False,-0.444,-0.444
140458,1433,1458,False,0.081,0.081
140459,1113,1301,True,-0.016,-0.016
140460,1124,1366,True,0.173,0.173
140461,1125,1375,True,0.246,0.246
140462,1132,1195,True,-0.114,-0.114
140463,1143,1358,True,0.18,0.18
140464,1146,1427,True,0.117,0.117
140465,1172,1273,True,0.065,0.065
140466,1177,1313,True,-0.194,-0.194
140467,1179,1443,True,-0.3,-0.3
140468,1199,1325,True,-0.051,-0.051
140469,1213,1290,True,0.564,0.564
140470,1224,1411,True,-0.23,-0.23
140471,1225,1317,True,0.28,0.28
140472,1152,1228,False,-0.407,-0.407
140473,1220,1232,False,0.267,0.267
140474,1151,1235,False,0.188,0.188
140475,1243,1281,True,0.192,0.192
140476,1237,1244,False,0.077,0.077
140477,1247,1248,True,0.067,0.067
140478,1261,1266,False,-0.03,-0.03
140479,1155,1269,False,0.11,0.11
140480,1185,1277,False,-0.37,-0.37
140481,1293,1454,True,-0.064,-0.064
140482,1314,1321,True,0.199,0.199
140483,1182,1337,False,-0.083,-0.083
140484,1312,1344,False,-0.164,-0.164
140485,1359,1407,True,0.146,0.146
140486,1187,1361,False,-0.344,-0.344
140487,1186,1370,False,0.071,0.071
140488,1376,1409,True,0.097,0.097
140489,1365,1414,False,-0.386,-0.386
140490,1417,1424,True,-0.047,-0.047
140491,1169,1425,False,-0.35,-0.35
140492,1272,1426,False,-0.129,-0.129
140493,1385,1435,False,-0.368,-0.368
140494,1231,1448,False,0.426,0.426
140495,1141,1451,False,-0.259,-0.259
140496,1126,1452,False,-0.365,-0.365
140497,1297,1462,False,-0.594,-0.594
140498,1315,1464,False,0.183,0.183
140499,1105,1240,True,0.15,0.15
140500,1125,1244,True,0.323,0.323
140501,1127,1148,True,0.129,0.129
140502,1144,1188,True,0.119,0.119
140503,1149,1190,True,-0.434,-0.434
140504,1153,1368,True,0.365,0.365
140505,1156,1351,True,-0.161,-0.161
140506,1157,1158,True,0.044,0.044
140507,1101,1161,False,-0.167,-0.167
140508,1162,1459,True,0.222,0.222
140509,1168,1381,True,0.143,0.143
140510,1170,1413,True,0.093,0.093
140511,1174,1192,True,-0.315,-0.315
140512,1182,1454,True,-0.097,-0.097
140513,1193,1271,True,0.304,0.304
140514,1159,1200,False,-0.138,-0.138
140515,1203,1205,True,0.23,0.23
140516,1216,1310,True,0.062,0.062
140517,1225,1407,True,0.372,0.372
140518,1231,1385,True,0.555,0.555
140519,1236,1275,True,0.335,0.335
140520,1242,1417,True,0.41,0.41
140521,1245,1384,True,0.167,0.167
140522,1131,1246,False,-0.217,-0.217
140523,1256,1326,True,0.094,0.094
140524,1257,1383,True,0.29,0.29
140525,1113,1266,False,-0.137,-0.137
140526,1229,1268,False,-0.202,-0.202
140527,1267,1287,False,-0.071,-0.071
140528,1293,1337,True,-0.05,-0.05
140529,1261,1301,False,0.091,0.091
140530,1115,1304,False,-0.229,-0.229
140531,1135,1306,False,-0.327,-0.327
140532,1308,1352,True,0.364,0.364
140533,1243,1314,False,-0.309,-0.309
140534,1281,1321,False,-0.302,-0.302
140535,1230,1328,False,-0.221,-0.221
140536,1108,1339,False,0.109,0.109
140537,1300,1346,False,0.045,0.045
140538,1336,1347,False,0.017,0.017
140539,1348,1395,True,0.167,0.167
140540,1223,1355,False,-0.326,-0.326
140541,1324,1356,False,-0.032,-0.032
140542,1317,1359,False,-0.054,-0.054
140543,1137,1373,False,-0.084,-0.084
140544,1237,1375,False,0.0,0.0
140545,1107,1378,False,0.5,0.5
140546,1145,1382,False,-0.309,-0.309
140547,1316,1387,False,0.289,0.289
140548,1259,1392,False,-0.5,-0.5
140549,1119,1397,False,0.14,0.14
140550,1238,1399,False,-0.076,-0.076
140551,1369,1410,False,-0.074,-0.074
140552,1175,1415,False,-0.22,-0.22
140553,1429,1430,True,0.15,0.15
140554,1197,1431,False,-0.341,-0.341
140555,1333,1434,False,-0.2,-0.2
140556,1435,1448,True,0.239,0.239
140557,1299,1439,False,-0.253,-0.253
140558,1342,1440,False,0.064,0.064
140559,1141,1443,False,-0.017,-0.017
140560,1179,1451,False,-0.542,-0.542
140561,1103,1453,False,0.122,0.122
140562,1367,1457,False,-0.44,-0.44
140563,1140,1290,True,0.459,0.459
140564,1154,1204,True,-0.173,-0.173
140565,1155,1353,True,0.354,0.354
140566,1102,1160,False,-0.256,-0.256
140567,1163,1276,True,0.07,0.07
140568,1166,1269,True,0.125,0.125
140569,1176,1226,True,0.033,0.033
140570,1179,1337,True,-0.367,-0.367
140571,1181,1463,True,-0.081,-0.081
140572,1182,1443,True,-0.016,-0.016
140573,1196,1436,True,-0.03,-0.03
140574,1198,1254,True,-0.149,-0.149
140575,1208,1219,True,-0.049,-0.049
140576,1211,1449,True,0.218,0.218
140577,1136,1217,False,-0.196,-0.196
140578,1221,1357,True,0.024,0.024
140579,1146,1224,False,-0.083,-0.083
140580,1242,1435,True,0.285,0.285
140581,1169,1258,False,-0.147,-0.147
140582,1255,1263,False,-0.034,-0.034
140583,1206,1264,False,-0.075,-0.075
140584,1268,1348,True,0.219,0.219
140585,1209,1279,False,-0.125,-0.125
140586,1285,1295,False,0.04,0.04
140587,1298,1420,True,0.344,0.344
140588,1294,1303,False,-0.276,-0.276
140589,1305,1340,True,0.188,0.188
140590,1307,1311,True,0.273,0.273
140591,1133,1309,False,-0.13,-0.13
140592,1117,1332,False,-0.508,-0.508
140593,1247,1335,False,-0.103,-0.103
140594,1165,1338,False,-0.312,-0.312
140595,1248,1343,False,-0.578,-0.578
140596,1249,1349,False,-0.064,-0.064
140597,1223,1351,False,0.054,0.054
140598,1156,1355,False,-0.541,-0.541
140599,1225,1359,False,0.226,0.226
140600,1362,1364,False,-0.084,-0.084
140601,1150,1393,False,-0.17,-0.17
140602,1229,1395,False,0.184,0.184
140603,1400,1401,False,-0.14,-0.14
140604,1363,1405,False,-0.302,-0.302
140605,1317,1407,False,0.092,0.092
140606,1411,1427,True,0.43,0.43
140607,1231,1424,False,0.265,0.265
140608,1212,1426,False,-0.545,-0.545
140609,1110,1433,False,-0.319,-0.319
140610,1250,1438,False,-0.272,-0.272
140611,1417,1448,False,0.114,0.114
140612,1293,1451,False,-0.225,-0.225
